# ATTO 532
# Data source: http://www.atto-tec.com/uploads/media/Katalog.pdf
Q0 0.9
extcoeffv 115000
tauf 3800

# ex-wav, exc-val, fluor-wav, fluor-val
250, 0.2516, 500, 0
251, 0.2472, 501, 0
252, 0.2438, 502, 0
253, 0.2408, 503, 0
254, 0.237, 504, 0.001
255, 0.2348, 505, 0.001
256, 0.2318, 506, 0.001
257, 0.2284, 507, 0.001
258, 0.2266, 508, 0.001
259, 0.2248, 509, 0.002
260, 0.2246, 510, 0.002
261, 0.2232, 511, 0.003
262, 0.2226, 512, 0.003
263, 0.221, 513, 0.004
264, 0.2152, 514, 0.005
265, 0.2072, 515, 0.006
266, 0.1982, 516, 0.007
267, 0.1878, 517, 0.009
268, 0.175, 518, 0.012
269, 0.1642, 519, 0.014
270, 0.1548, 520, 0.018
271, 0.1476, 521, 0.022
272, 0.1414, 522, 0.027
273, 0.1362, 523, 0.033
274, 0.1324, 524, 0.041
275, 0.1286, 525, 0.052
276, 0.125, 526, 0.063
277, 0.1222, 527, 0.077
278, 0.1176, 528, 0.094
279, 0.113, 529, 0.117
280, 0.109, 530, 0.144
281, 0.1058, 531, 0.176
282, 0.101, 532, 0.211
283, 0.0982, 533, 0.242
284, 0.095, 534, 0.276
285, 0.0924, 535, 0.312
286, 0.0904, 536, 0.352
287, 0.0896, 537, 0.394
288, 0.088, 538, 0.442
289, 0.0858, 539, 0.492
290, 0.0858, 540, 0.546
291, 0.0854, 541, 0.601
292, 0.0856, 542, 0.652
293, 0.086, 543, 0.708
294, 0.0866, 544, 0.759
295, 0.0878, 545, 0.808
296, 0.0886, 546, 0.848
297, 0.089, 547, 0.889
298, 0.0908, 548, 0.924
299, 0.0926, 549, 0.948
300, 0.094, 550, 0.971
301, 0.096, 551, 0.982
302, 0.099, 552, 0.996
303, 0.1002, 553, 1
304, 0.1034, 554, 0.999
305, 0.1056, 555, 0.998
306, 0.1084, 556, 0.986
307, 0.1104, 557, 0.976
308, 0.1126, 558, 0.959
309, 0.1148, 559, 0.939
310, 0.1166, 560, 0.917
311, 0.1182, 561, 0.893
312, 0.1208, 562, 0.868
313, 0.1218, 563, 0.838
314, 0.1228, 564, 0.808
315, 0.125, 565, 0.776
316, 0.1268, 566, 0.749
317, 0.1278, 567, 0.72
318, 0.1296, 568, 0.688
319, 0.1268, 569, 0.662
320, 0.126, 570, 0.633
321, 0.1244, 571, 0.607
322, 0.1226, 572, 0.581
323, 0.1194, 573, 0.557
324, 0.116, 574, 0.536
325, 0.112, 575, 0.515
326, 0.107, 576, 0.497
327, 0.1022, 577, 0.478
328, 0.097, 578, 0.46
329, 0.0916, 579, 0.445
330, 0.087, 580, 0.427
331, 0.0834, 581, 0.412
332, 0.0786, 582, 0.396
333, 0.0742, 583, 0.381
334, 0.0714, 584, 0.372
335, 0.067, 585, 0.359
336, 0.0634, 586, 0.35
337, 0.0606, 587, 0.341
338, 0.0584, 588, 0.334
339, 0.0562, 589, 0.328
340, 0.0546, 590, 0.324
341, 0.0544, 591, 0.318
342, 0.0544, 592, 0.312
343, 0.0546, 593, 0.306
344, 0.0554, 594, 0.302
345, 0.0564, 595, 0.296
346, 0.0568, 596, 0.289
347, 0.0568, 597, 0.286
348, 0.0574, 598, 0.28
349, 0.0572, 599, 0.274
350, 0.0562, 600, 0.269
351, 0.0552, 601, 0.266
352, 0.055, 602, 0.26
353, 0.053, 603, 0.255
354, 0.0508, 604, 0.25
355, 0.0498, 605, 0.244
356, 0.048, 606, 0.239
357, 0.0458, 607, 0.234
358, 0.0434, 608, 0.226
359, 0.0424, 609, 0.219
360, 0.0398, 610, 0.213
361, 0.038, 611, 0.206
362, 0.0366, 612, 0.198
363, 0.036, 613, 0.192
364, 0.0344, 614, 0.186
365, 0.0324, 615, 0.178
366, 0.0318, 616, 0.172
367, 0.0306, 617, 0.167
368, 0.0296, 618, 0.159
369, 0.0296, 619, 0.153
370, 0.0296, 620, 0.147
371, 0.0286, 621, 0.142
372, 0.0282, 622, 0.135
373, 0.0282, 623, 0.131
374, 0.0276, 624, 0.123
375, 0.0276, 625, 0.119
376, 0.0282, 626, 0.114
377, 0.028, 627, 0.108
378, 0.0272, 628, 0.104
379, 0.0286, 629, 0.099
380, 0.0284, 630, 0.096
381, 0.029, 631, 0.092
382, 0.0278, 632, 0.088
383, 0.0276, 633, 0.085
384, 0.0286, 634, 0.082
385, 0.0284, 635, 0.08
386, 0.0274, 636, 0.076
387, 0.0276, 637, 0.073
388, 0.0276, 638, 0.07
389, 0.027, 639, 0.068
390, 0.0266, 640, 0.066
391, 0.0272, 641, 0.064
392, 0.026, 642, 0.062
393, 0.0248, 643, 0.06
394, 0.0248, 644, 0.057
395, 0.025, 645, 0.056
396, 0.024, 646, 0.055
397, 0.0234, 647, 0.052
398, 0.023, 648, 0.05
399, 0.0226, 649, 0.049
400, 0.0218, 650, 0.048
401, 0.022, 651, 0.047
402, 0.022, 652, 0.047
403, 0.0208, 653, 0.045
404, 0.02, 654, 0.042
405, 0.0202, 655, 0.042
406, 0.0196, 656, 0.041
407, 0.0184, 657, 0.04
408, 0.0188, 658, 0.039
409, 0.0186, 659, 0.038
410, 0.018, 660, 0.037
411, 0.0172, 661, 0.036
412, 0.0172, 662, 0.035
413, 0.0164, 663, 0.035
414, 0.016, 664, 0.034
415, 0.0156, 665, 0.032
416, 0.016, 666, 0.032
417, 0.0154, 667, 0.031
418, 0.0148, 668, 0.03
419, 0.0148, 669, 0.029
420, 0.0146, 670, 0.028
421, 0.014, 671, 0.027
422, 0.0142, 672, 0.026
423, 0.0146, 673, 0.026
424, 0.0138, 674, 0.025
425, 0.0142, 675, 0.024
426, 0.015, 676, 0.024
427, 0.0148, 677, 0.023
428, 0.0144, 678, 0.023
429, 0.0152, 679, 0.021
430, 0.0156, 680, 0.021
431, 0.0156, 681, 0.021
432, 0.0154, 682, 0.02
433, 0.0162, 683, 0.019
434, 0.0168, 684, 0.018
435, 0.0172, 685, 0.018
436, 0.0182, 686, 0.018
437, 0.0194, 687, 0.016
438, 0.019, 688, 0.016
439, 0.0192, 689, 0.015
440, 0.0208, 690, 0.015
441, 0.021, 691, 0.015
442, 0.0218, 692, 0.013
443, 0.023, 693, 0.013
444, 0.025, 694, 0.013
445, 0.0254, 695, 0.013
446, 0.0264, 696, 0.012
447, 0.0284, 697, 0.012
448, 0.03, 698, 0.012
449, 0.0314, 699, 0.011
450, 0.0334, 700, 0.012
451, 0.0356, 701, 0.011
452, 0.0374, 702, 0.01
453, 0.0392, 703, 0.01
454, 0.0424, 704, 0.01
455, 0.0446, 705, 0.009
456, 0.0458, 706, 0.009
457, 0.0486, 707, 0.009
458, 0.0514, 708, 0.009
459, 0.0536, 709, 0.008
460, 0.0556, 710, 0.007
461, 0.0588, 711, 0.008
462, 0.0614, 712, 0.007
463, 0.0634, 713, 0.007
464, 0.0664, 714, 0.007
465, 0.0692, 715, 0.007
466, 0.072, 716, 0.006
467, 0.0746, 717, 0.007
468, 0.078, 718, 0.006
469, 0.0816, 719, 0.006
470, 0.0844, 720, 0.006
471, 0.0886, 721, 0.006
472, 0.0936, 722, 0.005
473, 0.0982, 723, 0.006
474, 0.103, 724, 0.005
475, 0.1094, 725, 0.005
476, 0.1154, 726, 0.005
477, 0.1216, 727, 0.005
478, 0.1298, 728, 0.005
479, 0.1386, 729, 0.004
480, 0.1466, 730, 0.005
481, 0.1558, 731, 0.004
482, 0.1664, 732, 0.004
483, 0.1766, 733, 0.004
484, 0.1872, 734, 0.004
485, 0.1988, 735, 0.003
486, 0.211, 736, 0.004
487, 0.222, 737, 0.004
488, 0.2338, 738, 0.003
489, 0.2458, 739, 0.003
490, 0.2576, 740, 0.003
491, 0.2676, 741, 0.004
492, 0.278, 742, 0.003
493, 0.2872, 743, 0.003
494, 0.2952, 744, 0.003
495, 0.302, 745, 0.003
496, 0.3088, 746, 0.003
497, 0.3142, 747, 0.003
498, 0.3184, 748, 0.003
499, 0.3222, 749, 0.003
500, 0.326, 750, 0.003
501, 0.3284, 751, 0.002
502, 0.3318, 752, 0.002
503, 0.3358, 753, 0.003
504, 0.3404, 754, 0.002
505, 0.3446, 755, 0.002
506, 0.3518, 756, 0.002
507, 0.3606, 757, 0.003
508, 0.3702, 758, 0.002
509, 0.3818, 759, 0.002
510, 0.3964, 760, 0.002
511, 0.4136, 761, 0.002
512, 0.4316, 762, 0.003
513, 0.4526, 763, 0.002
514, 0.4762, 764, 0.002
515, 0.5014, 765, 0.002
516, 0.5288, 766, 0.002
517, 0.5596, 767, 0.002
518, 0.5918, 768, 0.002
519, 0.6252, 769, 0.002
520, 0.6608, 770, 0.002
521, 0.6982, , 
522, 0.7354, , 
523, 0.7728, , 
524, 0.8106, , 
525, 0.8468, , 
526, 0.8808, , 
527, 0.913, , 
528, 0.9418, , 
529, 0.9648, , 
530, 0.9822, , 
531, 0.9942, , 
532, 0.999, , 
533, 0.995, , 
534, 0.984, , 
535, 0.965, , 
536, 0.9374, , 
537, 0.9032, , 
538, 0.8632, , 
539, 0.817, , 
540, 0.7658, , 
541, 0.7122, , 
542, 0.657, , 
543, 0.6004, , 
544, 0.5448, , 
545, 0.4912, , 
546, 0.4394, , 
547, 0.3894, , 
548, 0.3436, , 
549, 0.3022, , 
550, 0.263, , 
551, 0.2278, , 
552, 0.1974, , 
553, 0.17, , 
554, 0.1448, , 
555, 0.1242, , 
556, 0.1062, , 
557, 0.09, , 
558, 0.0758, , 
559, 0.0648, , 
560, 0.0546, , 
561, 0.0456, , 
562, 0.039, , 
563, 0.0324, , 
564, 0.0282, , 
565, 0.0232, , 
566, 0.0194, , 
567, 0.017, , 
568, 0.0146, , 
569, 0.0118, , 
570, 0.0102, , 
571, 0.0092, , 
572, 0.0076, , 
573, 0.006, , 
574, 0.0058, , 
575, 0.0058, , 
576, 0.0048, , 
577, 0.0038, , 
578, 0.0042, , 
579, 0.0036, , 
580, 0.0028, , 
581, 0.003, , 
582, 0.0032, , 
583, 0.0024, , 
584, 0.0022, , 
585, 0.0024, , 
586, 0.0026, , 
587, 0.0018, , 
588, 0.0022, , 
589, 0.0022, , 
590, 0.0014, , 
591, 0.0016, , 
592, 0.0022, , 
593, 0.002, , 
594, 0.0012, , 
595, 0.0018, , 
596, 0.0022, , 
597, 0.0014, , 
598, 0.0016, , 
599, 0.0018, , 
600, 0, , 
