# ATTO Rho101
# Data source: http://www.atto-tec.com/uploads/media/Katalog.pdf
Q0 0.8
extcoeffv 120000
tauf 4200

# ex-wav, exc-val, fluor-wav, fluor-val
200, 0.4879, 551, 0.00173084
201, 0.4832, 552, 0.00287762
202, 0.4759, 553, 0.00324311
203, 0.4688, 554, 0.00396702
204, 0.4594, 555, 0.00529042
205, 0.4493, 556, 0.00741976
206, 0.4382, 557, 0.00869017
207, 0.428, 558, 0.00870643
208, 0.4173, 559, 0.01026149
209, 0.4071, 560, 0.01275835
210, 0.3969, 561, 0.01669249
211, 0.3866, 562, 0.02030666
212, 0.376, 563, 0.02501291
213, 0.3652, 564, 0.02844817
214, 0.3548, 565, 0.03318036
215, 0.3452, 566, 0.03669125
216, 0.334, 567, 0.04183681
217, 0.3267, 568, 0.04835892
218, 0.319, 569, 0.05463021
219, 0.3135, 570, 0.06178041
220, 0.308, 571, 0.06941886
221, 0.3041, 572, 0.08025042
222, 0.3015, 573, 0.09149109
223, 0.2998, 574, 0.10580469
224, 0.2984, 575, 0.12073134
225, 0.2973, 576, 0.13975827
226, 0.2976, 577, 0.15603699
227, 0.2972, 578, 0.17288728
228, 0.2984, 579, 0.19279705
229, 0.2982, 580, 0.21605821
230, 0.2976, 581, 0.24296543
231, 0.2979, 582, 0.2667194
232, 0.2974, 583, 0.29110596
233, 0.296, 584, 0.32036398
234, 0.2947, 585, 0.35487153
235, 0.2926, 586, 0.38728366
236, 0.2894, 587, 0.42034782
237, 0.2851, 588, 0.45707961
238, 0.281, 589, 0.4979832
239, 0.2753, 590, 0.54299166
240, 0.2689, 591, 0.57830307
241, 0.2629, 592, 0.6191793
242, 0.2558, 593, 0.65404128
243, 0.2497, 594, 0.68984852
244, 0.2414, 595, 0.7205951
245, 0.2346, 596, 0.7554216
246, 0.2273, 597, 0.79341604
247, 0.2206, 598, 0.82458601
248, 0.2143, 599, 0.85592181
249, 0.2085, 600, 0.88144838
250, 0.2043, 601, 0.91434408
251, 0.2006, 602, 0.929112
252, 0.1988, 603, 0.95058017
253, 0.1983, 604, 0.96145862
254, 0.1993, 605, 0.97615906
255, 0.2026, 606, 0.98565519
256, 0.2074, 607, 0.99370231
257, 0.2135, 608, 0.9949761
258, 0.2209, 609, 0.99127237
259, 0.23, 610, 0.97770504
260, 0.2381, 611, 0.96207448
261, 0.2475, 612, 0.93893621
262, 0.2572, 613, 0.92235131
263, 0.2659, 614, 0.90600558
264, 0.2752, 615, 0.89593538
265, 0.2845, 616, 0.88067479
266, 0.2932, 617, 0.87096096
267, 0.3016, 618, 0.84395903
268, 0.3083, 619, 0.82022398
269, 0.3129, 620, 0.79112046
270, 0.3127, 621, 0.76669053
271, 0.309, 622, 0.73837365
272, 0.3004, 623, 0.70707986
273, 0.2892, 624, 0.67923194
274, 0.2752, 625, 0.6642779
275, 0.2596, 626, 0.64524759
276, 0.2447, 627, 0.62617778
277, 0.2299, 628, 0.5967133
278, 0.215, 629, 0.57463151
279, 0.2027, 630, 0.55358352
280, 0.1909, 631, 0.54205576
281, 0.1808, 632, 0.52786899
282, 0.172, 633, 0.52092407
283, 0.1637, 634, 0.50323393
284, 0.1576, 635, 0.48271421
285, 0.1526, 636, 0.4658816
286, 0.149, 637, 0.45145437
287, 0.1466, 638, 0.43971083
288, 0.1454, 639, 0.42528814
289, 0.1441, 640, 0.41314135
290, 0.1445, 641, 0.40339328
291, 0.144, 642, 0.39015949
292, 0.1452, 643, 0.38278196
293, 0.1459, 644, 0.37987177
294, 0.1467, 645, 0.37715146
295, 0.1476, 646, 0.36679844
296, 0.1485, 647, 0.35389984
297, 0.1501, 648, 0.34714727
298, 0.1514, 649, 0.34209145
299, 0.1518, 650, 0.33855905
300, 0.1526, 651, 0.33003474
301, 0.1531, 652, 0.32492246
302, 0.1539, 653, 0.32938273
303, 0.1536, 654, 0.32557564
304, 0.1533, 655, 0.31903236
305, 0.1531, 656, 0.30863007
306, 0.1522, 657, 0.30549304
307, 0.1527, 658, 0.30419224
308, 0.1527, 659, 0.29669856
309, 0.1544, 660, 0.28705378
310, 0.1562, 661, 0.27792769
311, 0.1576, 662, 0.27883609
312, 0.1605, 663, 0.28178582
313, 0.1623, 664, 0.28292399
314, 0.1644, 665, 0.28092085
315, 0.1652, 666, 0.27527422
316, 0.165, 667, 0.26538734
317, 0.1634, 668, 0.26122818
318, 0.1594, 669, 0.2592751
319, 0.1549, 670, 0.25613725
320, 0.1483, 671, 0.249377
321, 0.1417, 672, 0.24270324
322, 0.1329, 673, 0.24198559
323, 0.1241, 674, 0.23599863
324, 0.1155, 675, 0.2313878
325, 0.1067, 676, 0.23069878
326, 0.0988, 677, 0.22541802
327, 0.0911, 678, 0.22269078
328, 0.0848, 679, 0.21564809
329, 0.0795, 680, 0.21175246
330, 0.0738, 681, 0.20414513
331, 0.0696, 682, 0.19783858
332, 0.0659, 683, 0.19191636
333, 0.0632, 684, 0.18502881
334, 0.0598, 685, 0.17810318
335, 0.0568, 686, 0.16997384
336, 0.055, 687, 0.16448324
337, 0.0522, 688, 0.15687557
338, 0.0503, 689, 0.15250035
339, 0.0485, 690, 0.15144939
340, 0.0469, 691, 0.14865421
341, 0.0462, 692, 0.14340927
342, 0.0444, 693, 0.13690744
343, 0.0429, 694, 0.13494019
344, 0.0433, 695, 0.13373379
345, 0.0427, 696, 0.13297877
346, 0.0434, 697, 0.13028696
347, 0.0438, 698, 0.12412989
348, 0.044, 699, 0.11785751
349, 0.0449, 700, 0.11427208
350, 0.046, 701, 0.11417085
351, 0.0468, 702, 0.11202705
352, 0.0476, 703, 0.11063707
353, 0.049, 704, 0.10338737
354, 0.0496, 705, 0.10298706
355, 0.0501, 706, 0.09821971
356, 0.0511, 707, 0.09840547
