# wl,abs, wl,em
300,7.317253,510,1.056493
301,6.937676,511,1.69356
302,6.59116,512,2.5539
303,6.250765,513,3.454849
304,5.970369,514,4.354328
305,5.691196,515,5.319015
306,5.43039,516,6.304831
307,5.221012,517,7.570369
308,5.012857,518,9.089016
309,4.857353,519,10.8849
310,4.747153,520,12.97912
311,4.676136,521,15.39672
312,4.590425,522,18.00684
313,4.576956,523,21.15645
314,4.563487,524,24.6651
315,4.583078,525,28.33432
316,4.649198,526,32.78899
317,4.693278,527,37.45454
318,4.764296,528,42.62786
319,4.8096,529,47.95161
320,4.834088,530,53.79153
321,4.872046,531,59.96003
322,4.886739,532,65.99877
323,4.872046,533,71.67529
324,4.823069,534,77.53239
325,4.816947,535,83.00447
326,4.790009,536,87.5508
327,4.814497,537,91.88148
328,4.846333,538,95.02621
329,4.938166,539,97.41422
330,5.101016,540,99.22048
331,5.327538,541,99.9744
332,5.535692,542,100
333,5.768336,543,99.21241
334,5.976491,544,97.78207
335,6.151586,545,96.12589
336,6.260561,546,93.49733
337,6.248316,547,90.71272
338,6.112403,548,87.65635
339,5.849149,549,84.78162
340,5.483042,550,81.57202
341,5.050815,551,78.3817
342,4.535325,552,74.64049
343,3.997796,553,71.59253
344,3.483531,554,68.59858
345,3.024366,555,65.32936
346,2.623975,556,62.31332
347,2.246847,557,59.49435
348,1.956655,558,56.97905
349,1.722787,559,54.46655
350,1.514632,560,51.97405
351,1.378719,561,49.79749
352,1.251377,562,47.93092
353,1.152198,563,45.88341
354,1.101873,564,44.27246
355,1.040774,565,42.94416
356,1.016285,566,41.31007
357,0.9758785,567,40.2893
358,0.9844496,568,39.07215
359,0.9991429,569,38.25195
360,0.9954696,570,37.3483
361,0.9783274,571,36.75182
362,0.9954696,572,35.94495
363,1.030978,573,35.48558
364,1.037101,574,34.85775
365,1.06514,575,34.52284
366,1.06514,576,33.99737
367,1.119138,577,33.59779
368,1.127587,578,33.26459
369,1.179136,579,32.81883
370,1.180238,580,32.2037
371,1.203624,581,31.82302
372,1.22444,582,31.19744
373,1.230562,583,30.70062
374,1.27954,584,29.99327
375,1.299131,585,29.47608
376,1.316273,586,28.6583
377,1.333415,587,27.81829
378,1.354231,588,27.12832
379,1.390964,589,26.36802
380,1.383617,590,25.4652
381,1.410555,591,24.59788
382,1.450961,592,23.64762
383,1.463206,593,22.89033
384,1.47545,594,21.82628
385,1.53055,595,21.06801
386,1.553814,596,20.22221
387,1.559936,597,19.31218
388,1.581976,598,18.53504
389,1.606465,599,17.80384
390,1.64932,600,16.87729
391,1.678707,601,16.13851
392,1.67136,602,15.42169
393,1.711767,603,14.85583
394,1.711767,604,14.06684
395,1.760744,605,13.48593
396,1.758296,606,12.77924
397,1.780335,607,12.25195
398,1.779111,608,11.65779
399,1.786458,609,11.13327
400,1.788907,610,10.68446
401,1.79258,611,10.20072
402,1.798702,612,9.659718
403,1.795029,613,9.35089
404,1.799927,614,8.837906
405,1.787682,615,8.537985
406,1.780335,616,8.106812
407,1.768091,617,7.806365
408,1.777887,618,7.475164
409,1.787682,619,7.200421
410,1.78156,620,6.775068
411,1.795029,621,6.672184
412,1.784009,622,6.338389
413,1.797478,623,6.173017
414,1.813395,624,5.881371
415,1.839109,625,5.735881
416,1.841558,626,5.546173
417,1.855026,627,5.336863
418,1.872168,628,5.166091
419,1.889311,629,4.945981
420,1.899106,630,4.882686
421,1.932166,631,4.742597
422,1.96645,632,4.555273
423,1.989715,633,4.439204
424,2.005633,634,4.259525
425,2.020326,635,4.167897
426,2.066854,636,4.011221
427,2.083997,637,3.929236
428,2.126852,638,3.765092
429,2.17583,639,3.628895
430,2.213787,640,3.473467
431,2.286029,641,3.413648
432,2.341129,642,3.234817
433,2.403575,643,3.17026
434,2.480715,644,3.018007
435,2.582344,645,2.896001
436,2.683972,646,2.771224
437,2.801518,647,2.714249
438,2.943553,648,2.566091
439,3.092935,649,2.487013
440,3.274152,650,2.369247
441,3.460267,651,2.285277
442,3.672095,652,2.104494
