# ATTO 540Q
# Data source: http://www.atto-tec.com/uploads/media/Katalog.pdf
# ex-wav, exc-val, fluor-wav, fluor-val
250, 0.449, , 
251, 0.4455, , 
252, 0.4315, , 
253, 0.409, , 
254, 0.38, , 
255, 0.3475, , 
256, 0.315, , 
257, 0.2835, , 
258, 0.257, , 
259, 0.234, , 
260, 0.2165, , 
261, 0.203, , 
262, 0.194, , 
263, 0.1885, , 
264, 0.1855, , 
265, 0.185, , 
266, 0.1855, , 
267, 0.1885, , 
268, 0.192, , 
269, 0.196, , 
270, 0.2015, , 
271, 0.207, , 
272, 0.212, , 
273, 0.217, , 
274, 0.2225, , 
275, 0.2265, , 
276, 0.231, , 
277, 0.235, , 
278, 0.238, , 
279, 0.2405, , 
280, 0.2415, , 
281, 0.2425, , 
282, 0.242, , 
283, 0.2405, , 
284, 0.238, , 
285, 0.235, , 
286, 0.231, , 
287, 0.2265, , 
288, 0.222, , 
289, 0.2165, , 
290, 0.2115, , 
291, 0.2065, , 
292, 0.2015, , 
293, 0.197, , 
294, 0.192, , 
295, 0.187, , 
296, 0.181, , 
297, 0.1755, , 
298, 0.168, , 
299, 0.16, , 
300, 0.151, , 
301, 0.1415, , 
302, 0.1325, , 
303, 0.122, , 
304, 0.1125, , 
305, 0.1025, , 
306, 0.0935, , 
307, 0.084, , 
308, 0.076, , 
309, 0.069, , 
310, 0.0615, , 
311, 0.055, , 
312, 0.0485, , 
313, 0.044, , 
314, 0.04, , 
315, 0.036, , 
316, 0.033, , 
317, 0.0295, , 
318, 0.0275, , 
319, 0.026, , 
320, 0.0245, , 
321, 0.023, , 
322, 0.023, , 
323, 0.022, , 
324, 0.022, , 
325, 0.023, , 
326, 0.024, , 
327, 0.025, , 
328, 0.026, , 
329, 0.0275, , 
330, 0.0295, , 
331, 0.0325, , 
332, 0.0345, , 
333, 0.0365, , 
334, 0.0395, , 
335, 0.0415, , 
336, 0.0435, , 
337, 0.045, , 
338, 0.047, , 
339, 0.0485, , 
340, 0.05, , 
341, 0.0515, , 
342, 0.0535, , 
343, 0.056, , 
344, 0.0585, , 
345, 0.062, , 
346, 0.065, , 
347, 0.069, , 
348, 0.073, , 
349, 0.077, , 
350, 0.081, , 
351, 0.0835, , 
352, 0.086, , 
353, 0.087, , 
354, 0.087, , 
355, 0.0855, , 
356, 0.083, , 
357, 0.08, , 
358, 0.0755, , 
359, 0.071, , 
360, 0.0665, , 
361, 0.0605, , 
362, 0.056, , 
363, 0.0505, , 
364, 0.046, , 
365, 0.042, , 
366, 0.0375, , 
367, 0.034, , 
368, 0.03, , 
369, 0.027, , 
370, 0.024, , 
371, 0.0215, , 
372, 0.0195, , 
373, 0.0175, , 
374, 0.0165, , 
375, 0.015, , 
376, 0.014, , 
377, 0.013, , 
378, 0.0115, , 
379, 0.011, , 
380, 0.011, , 
381, 0.0105, , 
382, 0.01, , 
383, 0.01, , 
384, 0.0095, , 
385, 0.01, , 
386, 0.01, , 
387, 0.01, , 
388, 0.01, , 
389, 0.01, , 
390, 0.01, , 
391, 0.01, , 
392, 0.01, , 
393, 0.011, , 
394, 0.0105, , 
395, 0.0105, , 
396, 0.0105, , 
397, 0.01, , 
398, 0.01, , 
399, 0.01, , 
400, 0.01, , 
401, 0.0095, , 
402, 0.0095, , 
403, 0.009, , 
404, 0.0085, , 
405, 0.008, , 
406, 0.008, , 
407, 0.007, , 
408, 0.007, , 
409, 0.0065, , 
410, 0.006, , 
411, 0.006, , 
412, 0.0055, , 
413, 0.005, , 
414, 0.005, , 
415, 0.005, , 
416, 0.0045, , 
417, 0.004, , 
418, 0.004, , 
419, 0.004, , 
420, 0.0035, , 
421, 0.003, , 
422, 0.003, , 
423, 0.0025, , 
424, 0.002, , 
425, 0.002, , 
426, 0.002, , 
427, 0.0015, , 
428, 0.001, , 
429, 0.001, , 
430, 0.0005, , 
431, 0.001, , 
432, 0, , 
433, 0, , 
434, 0, , 
435, 0, , 
436, 0, , 
437, 0, , 
438, 0, , 
439, 0, , 
440, 0.0005, , 
441, 0.001, , 
442, 0.001, , 
443, 0.001, , 
444, 0.002, , 
445, 0.002, , 
446, 0.0025, , 
447, 0.0035, , 
448, 0.004, , 
449, 0.0045, , 
450, 0.005, , 
451, 0.006, , 
452, 0.0075, , 
453, 0.0085, , 
454, 0.01, , 
455, 0.0115, , 
456, 0.0125, , 
457, 0.0145, , 
458, 0.0165, , 
459, 0.018, , 
460, 0.0205, , 
461, 0.0225, , 
462, 0.0245, , 
463, 0.027, , 
464, 0.029, , 
465, 0.0315, , 
466, 0.034, , 
467, 0.0365, , 
468, 0.0395, , 
469, 0.042, , 
470, 0.0445, , 
471, 0.047, , 
472, 0.0495, , 
473, 0.0525, , 
474, 0.0555, , 
475, 0.0585, , 
476, 0.0615, , 
477, 0.065, , 
478, 0.068, , 
479, 0.072, , 
480, 0.0765, , 
481, 0.081, , 
482, 0.086, , 
483, 0.0915, , 
484, 0.097, , 
485, 0.1035, , 
486, 0.1105, , 
487, 0.1185, , 
488, 0.1265, , 
489, 0.1355, , 
490, 0.1445, , 
491, 0.155, , 
492, 0.1655, , 
493, 0.1765, , 
494, 0.188, , 
495, 0.199, , 
496, 0.211, , 
497, 0.223, , 
498, 0.2345, , 
499, 0.246, , 
500, 0.2565, , 
501, 0.2665, , 
502, 0.2765, , 
503, 0.285, , 
504, 0.2935, , 
505, 0.3005, , 
506, 0.3065, , 
507, 0.3125, , 
508, 0.3175, , 
509, 0.322, , 
510, 0.326, , 
511, 0.331, , 
512, 0.335, , 
513, 0.3395, , 
514, 0.345, , 
515, 0.351, , 
516, 0.358, , 
517, 0.367, , 
518, 0.3775, , 
519, 0.3895, , 
520, 0.404, , 
521, 0.42, , 
522, 0.4385, , 
523, 0.4585, , 
524, 0.482, , 
525, 0.5065, , 
526, 0.534, , 
527, 0.5625, , 
528, 0.594, , 
529, 0.6265, , 
530, 0.6605, , 
531, 0.696, , 
532, 0.732, , 
533, 0.767, , 
534, 0.803, , 
535, 0.8375, , 
536, 0.87, , 
537, 0.9005, , 
538, 0.9285, , 
539, 0.9525, , 
540, 0.9725, , 
541, 0.987, , 
542, 0.9965, , 
543, 1, , 
544, 0.9965, , 
545, 0.987, , 
546, 0.972, , 
547, 0.9495, , 
548, 0.9215, , 
549, 0.888, , 
550, 0.85, , 
551, 0.808, , 
552, 0.763, , 
553, 0.7155, , 
554, 0.667, , 
555, 0.6175, , 
556, 0.5685, , 
557, 0.5205, , 
558, 0.4735, , 
559, 0.429, , 
560, 0.3865, , 
561, 0.3465, , 
562, 0.3085, , 
563, 0.274, , 
564, 0.2425, , 
565, 0.2145, , 
566, 0.1885, , 
567, 0.165, , 
568, 0.144, , 
569, 0.1255, , 
570, 0.1085, , 
571, 0.094, , 
572, 0.081, , 
573, 0.0695, , 
574, 0.0595, , 
575, 0.0505, , 
576, 0.043, , 
577, 0.0365, , 
578, 0.0305, , 
579, 0.0255, , 
580, 0.021, , 
