# wl,abs, wl,em
350,4.611553,485,4.435812
351,4.281943,486,3.778617
352,4.026906,487,3.02797
353,3.764411,488,2.788804
354,3.513848,489,3.05899
355,3.346657,490,3.664907
356,3.170815,491,4.496353
357,3.138004,492,5.474815
358,2.952915,493,6.592213
359,2.897881,494,7.932617
360,2.820325,495,9.542616
361,2.784531,496,11.47093
362,2.727856,497,13.79243
363,2.675506,498,16.35224
364,2.706826,499,19.19528
365,2.705335,500,22.4528
366,2.692061,501,26.01609
367,2.696386,502,29.63248
368,2.769616,503,33.58298
369,2.774091,504,37.75062
370,2.786022,505,42.23267
371,2.848514,506,46.60924
372,2.85448,507,51.14548
373,2.903847,508,55.97969
374,2.879834,509,60.36703
375,2.963355,510,64.9495
376,2.99915,511,69.13298
377,2.984385,512,73.23444
378,3.0515,513,77.1408
379,3.057466,514,80.91816
380,3.0515,515,84.17201
381,3.091619,516,87.62467
382,3.094603,517,90.31265
383,3.215559,518,92.93438
384,3.211085,519,95.25364
385,3.236439,520,97.00825
386,3.228832,521,98.16751
387,3.246879,522,99.41442
388,3.257319,523,99.79666
389,3.231965,524,100
390,3.228832,525,99.72379
391,3.22749,526,99.30674
392,3.236439,527,98.86703
393,3.203478,528,98.05778
394,3.163209,529,97.25534
395,3.169324,530,95.4703
396,3.139495,531,93.97772
397,3.123089,532,92.56176
398,3.105043,533,90.7085
399,3.115483,534,88.61141
400,3.109666,535,86.75231
401,3.100568,536,85.02128
402,3.109666,537,82.56403
403,3.109666,538,80.74702
404,3.136363,539,78.75668
405,3.135021,540,76.72333
406,3.187072,541,74.58983
407,3.169324,542,72.51926
408,3.194679,543,70.79462
409,3.225999,544,68.99306
410,3.293114,545,67.30557
411,3.300422,546,65.34428
412,3.336217,547,63.65635
413,3.397366,548,62.00217
414,3.448075,549,60.25867
415,3.495801,550,58.5795
416,3.560083,551,57.30374
417,3.665827,552,55.64172
418,3.779325,553,54.19844
419,3.868663,554,52.6642
