# ATTO 610
# Data source: http://www.atto-tec.com/uploads/media/Katalog.pdf
Q0 0.7
extcoeffv 150000
tauf 3200

# ex-wav, exc-val, fluor-wav, fluor-val
250, 0.0334, 570, 0
251, 0.0322, 571, 0
252, 0.0292, 572, 0
253, 0.0272, 573, 0.001
254, 0.026, 574, 0.001
255, 0.0244, 575, 0.001
256, 0.0232, 576, 0.001
257, 0.0216, 577, 0.001
258, 0.0214, 578, 0.001
259, 0.0212, 579, 0.001
260, 0.021, 580, 0.001
261, 0.0222, 581, 0.002
262, 0.0222, 582, 0.002
263, 0.0228, 583, 0.002
264, 0.0238, 584, 0.003
265, 0.0246, 585, 0.003
266, 0.0258, 586, 0.004
267, 0.0274, 587, 0.004
268, 0.0288, 588, 0.005
269, 0.03, 589, 0.006
270, 0.031, 590, 0.007
271, 0.0328, 591, 0.009
272, 0.0354, 592, 0.01
273, 0.0372, 593, 0.012
274, 0.0396, 594, 0.014
275, 0.042, 595, 0.016
276, 0.0448, 596, 0.019
277, 0.0472, 597, 0.022
278, 0.0494, 598, 0.026
279, 0.0526, 599, 0.031
280, 0.0548, 600, 0.037
281, 0.0576, 601, 0.043
282, 0.0604, 602, 0.05
283, 0.0634, 603, 0.059
284, 0.067, 604, 0.07
285, 0.07, 605, 0.08
286, 0.0744, 606, 0.096
287, 0.0772, 607, 0.112
288, 0.0808, 608, 0.129
289, 0.0852, 609, 0.15
290, 0.088, 610, 0.173
291, 0.091, 611, 0.2
292, 0.0934, 612, 0.23
293, 0.0964, 613, 0.266
294, 0.0988, 614, 0.307
295, 0.101, 615, 0.346
296, 0.1028, 616, 0.382
297, 0.1042, 617, 0.42
298, 0.1054, 618, 0.458
299, 0.1052, 619, 0.506
300, 0.1046, 620, 0.553
301, 0.103, 621, 0.601
302, 0.1016, 622, 0.653
303, 0.0998, 623, 0.701
304, 0.0974, 624, 0.753
305, 0.0946, 625, 0.797
306, 0.091, 626, 0.84
307, 0.0894, 627, 0.877
308, 0.087, 628, 0.909
309, 0.085, 629, 0.94
310, 0.0846, 630, 0.96
311, 0.0842, 631, 0.975
312, 0.0834, 632, 0.995
313, 0.0832, 633, 0.994
314, 0.0804, 634, 1
315, 0.0786, 635, 0.994
316, 0.0744, 636, 0.988
317, 0.0688, 637, 0.981
318, 0.0628, 638, 0.972
319, 0.0568, 639, 0.957
320, 0.049, 640, 0.94
321, 0.043, 641, 0.923
322, 0.0386, 642, 0.899
323, 0.0346, 643, 0.888
324, 0.0304, 644, 0.87
325, 0.0272, 645, 0.853
326, 0.0254, 646, 0.83
327, 0.024, 647, 0.819
328, 0.022, 648, 0.799
329, 0.021, 649, 0.777
330, 0.02, 650, 0.764
331, 0.0196, 651, 0.747
332, 0.0186, 652, 0.727
333, 0.0186, 653, 0.709
334, 0.0174, 654, 0.696
335, 0.0174, 655, 0.674
336, 0.017, 656, 0.657
337, 0.0166, 657, 0.644
338, 0.0158, 658, 0.632
339, 0.0164, 659, 0.613
340, 0.016, 660, 0.593
341, 0.0162, 661, 0.583
342, 0.016, 662, 0.567
343, 0.017, 663, 0.554
344, 0.0164, 664, 0.542
345, 0.0164, 665, 0.527
346, 0.0166, 666, 0.516
347, 0.0172, 667, 0.505
